review,target,title,airline
"New Delhi to Dhaka: without doubt the worst airline I've ever flown. On a scale of 0-10 with 0 the worst and 10 the best Biman rates -10. My check-in experience was horrendous. There was no order or organization and the process took over an hour - a good thing the flight was running a few hours late. I had to fight to keep people from cutting in line in front of me. The staff didn’t seem to know what they were doing and there didn’t seem to be enough staff. The excess baggage fee was highway robbery - I checked two bags and paid just over $125. And they don’t take credit cards. I was thankful that I had kept my Indian rupees so that I was able to pay the huge excess baggage fee. I can understand a shop in remote village not taking VISA but not an international airline. Their handling of cash would give an accountant a coronary. Make sure you keep good records of what you pay and who you give your cash to. I would have sworn that the antique looking Airbus 310 I flew Delhi to Dhaka was built back in the 19th century - never cleaned or maintained since. The unusual mechanical noises during taxi take off flight and landing were unnerving. The seats are small and tightly squished together - pity anyone taller than me (I'm 5'10"") I have no idea where they will put their legs. I was struggling to find someplace to put mine - heaven forbid if the passenger in front of you decides to recline back into your lap and face. I doubt I could have read a book on the flight. There wasn't room for one! Plus the pages would have burst into flames due to the extremely hot temperature inside the cabin (I had a thermometer with me) it was over 91 Fahrenheit (33 Celsius) and there was no air circulation which made it seem even hotter. If you don't have any natural padding don't expect to find any in the seats. And pray you don't have to use the restrooms during the flight. Many have over the years and most seem to have missed their target. After landing I really expected to look back (as if I could really see though the filthy dirty windows) and see wing parts debris one of the engines and all our luggage spread out behind the aircraft as we taxied roughly off the runway. After arriving in Dhaka only two and a half hours late I hoped my return flight would be better. But after reading the negative comments on this web forum I didn’t have much hope for a better flight back to Delhi. I just hoped I would survive! And a recent article in the local paper about Biman flights experiencing 50 hour delays in New York and multi day delays in Europe didn’t encourage me any. If anyone ever suggests that you fly on Biman walk instead. If you arrive at your destination you will be required to reconfirm your return flight at least 72 hours before your flight or your confirmed ticket will be canceled. That may be good or bad depending upon your perspective. Reconfirmation is another huge hassle with Biman. It took me six tries; once by phone as stated on their web site and twice at their office in Chittagong and I tried again without success at a travel agency. The lines at the Biman office were long and not moving maybe they had staff working the counters and maybe not it was hard to tell looking through the multitudes of people waiting in the dark room. I ran out of time during both attempts at the Biman Chittagong office and had to leave. When I got to the Chittagong airport I went to the Biman ticket counter and they couldn't reconfirm my ticket there. Finally a local friend spent several hours getting my return ticket reconfirmed for me in Dhakha. I don't see the logic of having to reconfirm already bought and paid for confirmed tickets. My return flight went better than my first one did. My experience at the check out counter went well. I thought it was interesting that my excess baggage fee was less than half what I paid on my first flight considering that I had a few more kilograms on this flight. The flight left on time and arrived on time in Delhi. I had some friends who flew from Mumbai to Dhaka the other day and their flight was fourteen hours late. The aircraft was an old DC-10 and this flight was not stuffed full. In fact I had an open seat next to me which gave my legs someplace to spread out to. The food was not as tasty as the first flight but so far I’ve not gotten sick. The cabin temperature was comfortable only during take off and landing. During flight the air temp was around 85 Fahrenheit (30 Celsius) without any air circulation still way too hot for my taste. I didn’t brave the restroom on this flight. I don’t plan to fly with Biman again. The hot cabin temp very tight seating space excessive excess baggage fees and the reconfirmation hassles are enough to keep me off their planes in the future. Seriously fly on another airline when you visit Bangladesh. The few dollars saved with Biman Bangladesh Airlines are not worth it.",Mixed,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
I never thought an airline could be this pathetic. Missed my Emirates connection from Dubai to Dhaka and put onto the Biman flight. Unreal! Lavatory doors broken - in the open position total seat fixed in place by many coats of paint last owner was spanish as all the signs etc were in that language (as though the Bangladesh passengers understood it)  excrement on the floor no air movement inside the cabin told to pull shades down to keep heat out. No food no drink no nothing for the entire flight. It was a sweat box by the time it landed. Surely ICAO should ground this outfit!!! Avoid this airline your life may depend on it!,Negative,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
We tried to get to Bangkok with Biman Bangladesh starting from Paris Orly. We should have left from Paris on Sunday but the flight to Dhaka was cancelled. No announcement no information nothing. We managed to find a Biman representative who told us the flight would leave Monday morning. We could stay at a hotel close to the airport terminal paid by Biman. We (and some more people that slept on the airport floor because they did not find the well hidden Biman representative) left on Monday but not straight to Dhaka. First to Rome to pick up some other passengers that got stuck there. Finally we took off to Dhaka and landed there in the middle of the night. Tickets and passports were taken and we could stay in a dirty hotel until the morning because the flight to Bangkok was leaving on Monday morning. The bus to the airport never picked us up. No flights to Bangkok on Monday ! You will fly tomorrow morning we were told with a great smile. Finally we arrived in Bangkok Tuesday instead of Sunday. Return flight to Brussels via Dubai was okay only three hours delay - first time and last time ever with Biman Bangladesh.,Negative,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
Before takeoff the normal checks on passengers' safety belt was not carried out. There was a door latch that was unserviceable in the pantry. Before takeoff the cabin crew placed boxes in front of this door in the attempt to prevent it from flipping open. The exterior of the airplane was very dirty. The interior décor of the cabin is poor. The seat covers which have floral designs are old and tattered. A making tape was found pasted on one of the in-flight screen monitor. This monitor was suspected to have cracked at its edge. There was also a foul smell of lavatory in the cabin throughout the flight. Despite sound system being built in the seats earphones were never distributed to the passengers. No movie were screened during the flight. Other that the in- flight magazine ‘Digonto’ no other reading materials were available in the cabin. Orange juice was served before the flight. After airborne dinner which consists of only one meat puff and two springs rolls were served immediately. This meal was accompanied by hot beverage and plain water. The female cabin crew wears traditional ‘sari’ that gives the passenger an exotic South Asian feel. Only basic and essential service like food distribution was rendered to the passengers and nothing more. The cabin crew never smiled throughout. The standard of Biman cannot be comparable on the world stage -services are tolerable for very short haul flights but not suited for passengers intending to travel international beyond 5 hours of flight.,Negative,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
DAC-CGP Business Class. Flight delayed by two hours. The smell of aircraft fuel lingered onboard throughout the flight. The business class with its infamous floral seat covers in tatters. The seat configuration 2-3-2 on an airbus A310. Seat pitch poor (tighter than any other J class I have flown - pitch similar to WT+ on BA). Inflight service is minimal; pax offered water sweets pan masala and Biman's trademark 'Mango Bar' (which is quite good). Overall an ok flight - nothing to write home about. Biman should consider revamping their aircrafts - they are horrible. I don't believe Biman will be purchasing a new fleet of B777s and A330/340's anytime soon so better not keep hopes high. A poor airline Biman should get its act together as quickly as possible.,Mixed,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
London-Dhaka-Sylhet. We were a group of 17 and booked 4 months in advance. After check-in we were hurried to board the plane and was one of the last to board. Upon entering the plane I was disappointed with the interior flowery seat covers and it looked like something from the seventies. This was the Airbus A300 the National Express coaches in England look a lot smarter! There was a lot of confusion with seating and my family was split up they wanted my 4yr old daughter and my 3yr old son to sit some distance away from us the crew constantly saying let us take off then you can swap seats with anyone. In the end a compromise was found with another family. The flight was ok and surprisingly on time. Entertainment was nothing at all food not bad all I can say is they should improve the look of the planes interiors and modernise things or they are going to lose a lot of business to other carriers. The only reason a lot of people use Biman is because of convenience of landing in Sylhet airport (Biman does not allow any other international flight to land in Sylhet yet 90% of Biman passengers are Sylhetis),Mixed,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
Delhi-Dhaka. Forced to take Biman as no other flights. Paid top fare as no discounts - in fact same fare as London-Delhi! Crew were awful. They ignored requests for blankets for the infant ordered passengers around and were very unhelpful with the pram. The screen did not work (on both ways) and so could not see any of the security demonstrations but it did not bother them. They made us sweat in the plane for absolutely ages before we had any aircon. The food was very poor quality and the drinks choice was lemonade cola or water - that's it! Filthy plane with ripped fittings. The crew did not check seat belts or close any trays and were no help at all with the infant belt. There seem to be many ranks of crew who ordered the lower ranks around! Many seats are taken up by free passengers who work for the airline or government. Use this airline at your peril!,Negative,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
"I can echo a lot of the comments already made about Biman. Our flight was delayed with no information being made available to passengers. We made stops en route that where not scheduled (at least not that WE were aware of). Due to delays we missed our connecting flight and spent Christmas day in a run down hostel with our tickets and passports taken away from us. On returning to the airport the following day we were told that our passports and tickets had been sent to the hostel - who decided not to tell us! We got them back with 5 minutes to spare! The staff are rude. Planes are falling apart (one member of our party complained that his seat would not stay upright and kept reclining - solution : ""Well don't lean back then!"". There was a strong smell of kerosene and the fascia on the emergency exit kept coming away from the door.",Negative,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
I recently flew Biman Bangladesh Airlines from Bombay to Dhaka on J Class. The flight in to Mumbai from Dubai was over 2 hours late. Biman did not bother informing the passengers and repeated phone calls to Biman's Mumbai airport office went unanswered. Check-in was a nightmare without any dedicated counter for J class passengers. Once on board the cabin was extremely dirty and the toilet in the front of the plane was simply filthy. The food was sub-par for J class. Most of the passengers in the J Class cabin seemed to be Biman staff. No apologies for the delay either. Very disappointed with the service which seems to be on a downward spiral as of late.,Negative,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
We recently flew by Biman Bangladesh with our 4 year old son and 6 month old baby - all I can say that it was an absolute nightmare from start to finish. We had requested a cot which we did not get. Met by rude unhelpful cabin crew and were in a filthy plane - on the return trip we were told that we were not on our flight because we had to re-confirm ? We are professional people with jobs to come back to not idle people who can stay for a few extra days/weeks! In Dhaka the staff were even more rude and to make things worse thay tried to make my 4 year old son sit on his own away from us - this I am sure is illegal and caused us a huge amount of stress !,Negative,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
I have flown Biman on the London-Dubai route many times. My belief is that service provided by Biman 20 or even 10 years ago was far superior to the service currently on offer. The reasons for this is that the DC-10s in use were younger at that time - cleaner and smoother. The main problems with Biman are that it has failed to modernise it's old fleet (root of all delays) failed to introduce modern in-flight entertainment (seatback videos) failed to address unprofessional hostesses failed to deal with it's corrupt booking officials and above all failed to appreciate the loyal customers which have kept it flying. I fly to Bangladesh regularly and since 1997 have been using Emirates which is truly a world class airline.,Negative,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
Flew BG from Dhaka to Calcutta. The 737 (new to BG) was a filthy mess - all kinds of substances could be found on the seat pockets in J class. Legroom in J class which has a 3x3 seating was horrible. Food comprises of a box rudely thrown out at you. Dhaka airport is a nightmare and the airline hostesses just do not care.,Negative,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
Dhaka to Bangkok. Good service though it made delay while departing. Very good food. Staff were good. Price was a bit high when I purchased. No entertainment screen on board.,Mixed,"""Price was a bit high""",US_Bangla_Airlines
Dhaka to Bangkok. Good service though it made delay while departing.. Very good food. Staff were good. Price was a bit high when I purchased. No entertainment screen on board.,Mixed,"""Staff were good""",US_Bangla_Airlines
"Cox's Bazar to Dhaka with US-Bangla Airlines. The check-in process was smooth. The plane arrived exactly on time. But had to refuel for 15mins. We were on a full family trip. The staff was friendly and helpful. The seats were a bit tight and narrow. Food was average.  Landing was smooth. We got our baggage in time. I don't know about others, but my experience was satisfactory.",Positive,"""my experience was satisfactory""",US_Bangla_Airlines
" Sylhet to Dhaka. Absolutely awful probably the worst airline, very rude, very unprofessional, don’t know how they can be so rude towards customers. I was at Sylhet  at 11am and had a domestic flight at 2:05pm, we had to wait 5 hours. We ended up missing our international flight and they put us in a very nasty hotel.",Negative,"""very rude, very unprofessional""",US_Bangla_Airlines
Dhaka to Jessore. It was really a bad experience when the plane started to take off and after a while there was problem with the flight’s fan or whatever there were some technical issues and then they stopped on emergency basis and later on after a while they started with the same plane though they told us to shift in a new one. After going a little further the plane again stopped at their runway due to the same problem. Then they shifted us to a new plane. The matter here is their unprofessionalism which is really disgraceful. I really would never like to fly with them again.,Negative,"""unprofessionalism is really disgraceful""",US_Bangla_Airlines
" Dhaka to Jessore. I find the name of this private airline in Bangladesh a bit funny. Other than that no complaints. Arrived at the domestic terminal in Dhaka 7 minutes before the scheduled morning departure due to being severely delayed due to road traffic. The check-in desk completed all formalities, rushed us through security, had a limo ready for us to escort me and my partner to the aircraft at the remote stand. The flight left after our boarding and exactly on time. I have never experienced this kind of dedication and professionalism with an airline. The flight to Jessore lasted 25 minutes onboard a clean and attractive Dash-8 Q400 and we were served a sandwich, cake and a water bottle by friendly and smiley flight attendants. The return flight to Dhaka a couple of days later was just as good but we made sure we arrived promptly for check-in this time. We were served a mini burger, cake and water bottle.",Positive,"""friendly and smiley flight attendants""",US_Bangla_Airlines
" Singapore to Dhaka. Flew with Regent Airways for the first time today. Is it the airline policy not to provide blankets to passengers? I thought it was a given in any airline.The staff mentioned to a male passenger it will be hot later on the plane so no need for blanket. What kind of explanation is that? Paying for ticket is also paying for the service and goods within the airline for that period of travel for usage. Also, the staff serving are not happy and don't smile.  They should improve their service attitude.",Negative,"""should improve their service attitude""",Regent_Airways
Terrible experience with Regent Air. I booked a round trip ticket from Singapore to Dhaka. The departing flight was delayed for 4 hours without any prior notice. The return flight was canceled without minimal effort to make an alternative arrangement. The staff are rude and abusive in attitude. No sign of apology in their faces despite creating so much inconvenience.,Negative,"""Terrible experience""",Regent_Airways
" Kolkata to Chattogram. Problem occurred at Boarding pass counter. Limit of my bags weight 35. It shows on boarding counter scale, but just 30 minutes ago I Traveled from Delhi to Kolkata by Air India. Ok though I agree with this. I have a hand bag of 05 kg. If the counter lady have gave me the opportunity for transferring some of my accessories to my hand bag then problem solved. Moreover do 3kg very much overweight?  I have to throw out some accessories from my bag. After then I get my boarding pass. Very nice experience.",Negative,"""have to throw out accessories""",Regent_Airways
" My 11:45 am flight from Coxs Bazar to Dhaka got rescheduled twice at 2:30 pm. Then, I went to check with Regent boarding desk at 2:15 pm to know that the flight has completed boarding at Dhaka only. Which means the flight from CXB is not taking off before 3:30 or 4 pm. This made me look at Regent Airways customer reviews and holy shit the review page didn’t have a single good customer review! A strong indicator that Regent Airways Management doesn’t prioritize anything between their flight timing, customer service, and overall flying experience. Not taking another Regent flight again, and suggesting the same to my family and friends unless the service improves!",Mixed,"""Not taking another Regent flight""",Regent_Airways
Unprofessional mannerless attitude. We flew from Dhaka to Cox's Bazar at new years eve. Due to govt. Election flight was delayed 1.5 hours. But they didn’t mention that before. After sitting on the aircraft we came to know about that. We were stuck into the flight for all that time. The ground staffs behaviour was nice and professional. But the cabin crew acted like they are also some guest passengers there. Even after asking for newspaper they didn’t even bother to manage one.,Negative,"""mannerless attitude""",Regent_Airways
" Dhaka to Singapore. They have the worst possible online support staff. Standard of food, cabin crew or cleaning in the aircraft were terrible. AC inside the aircraft did not work properly.",Negative,"""worst possible support staff""",Regent_Airways
" 
Cox's Bazar to Dhaka. The inbound flight was delayed by more than 1 hour due to dense fog at Dhaka which delayed the aircraft to come. The check in & luggage handling was quick & they made us board the plane as soon as the incoming passengers got of. The cabin crew need to improve their communication skills as they distributed mass snacks to the entire row of passengers & let the passengers of that row distribute snacks among themselves. It may be boring doing the same work again & again, but, still, a cabin crew can easily provide a sandwich to a passenger sitting beside the window in a single aisle aircraft.  Good airlines do operate old aircraft, but, its the attitude of the cabin crew & on board product that make all the difference. I don't recommend Regent on international routes as there are so many other airlines operate out of Bangladesh with outstanding on board services like Qatar, Singapore etc.",Negative,"""don't recommend on international""",Regent_Airways
" Dhaka to Cox's Baza. Booked a discounted ticket more than a month ago. Didn't expect too much. Just on time departure & arrival. That's what I got. Boarding & luggage handling was smooth. Cabin crew wasn't exactly cordial, but professional enough. It was a 40min ride, but the captain was able to make it bumpy despite clear weather. Cheese sandwich & cake was good enough for a shorts haul flight like this, but as expected no IFE. Aircraft was manufactured in 2001, so common for local Bangladeshi carriers. But the seats were good pitch even for a Dutch national who flew alongside me & was well over 6'. Hope for a similar experience with Regent next time.",Positive,"""seats were good pitch""",Regent_Airways
"As soon as I boarded the plane, it was hot. Air conditioner was not on. It got hotter, and hotter, and hotter inside the plane while all others after me boarded. That process took roughly about 40 minutes for everybody to board. Despite many people trying to cool themselves by fanning newspapers or whatever that were in their hands and requests to the crew to switch on the air conditioner, it was still not switched on. When, finally, the plane started moving, I thought the ac would now be switched on - bot no - they still would not switch it on. The plane spent 20 minutes taxiing on the tarmac before taking off. The air conditioners finally came on about 7 minutes into the flight, for a flight that only lasts 30 minutes. The same thing happened on the return, with no air conditioner on until well into the flight. This is utterly disgusting on the part of Regent Airways. I have flown on this airline before as well, and the same thing happened on those occasions as well. If Regent Airways are reading this, please increase your fares to cover the cost of fuel for keeping the ac on right from the time of boarding to keep passengers comfortable. This is obviously a cost cutting exercise in fuel costs - but this is really disgusting. I am pretty sure all those waving their newspapers and anything else to keep themselves cool would much prefer to pay a few more Taka extra for the ac to be kept on than the terrible experience they get whilst on board your flights.",Negative,"""It got hotter, and hotter""",Regent_Airways
Kolkata to Dhaka. Yesterday we traveled with regent airways but it was so hot on board that it was unbelievable. On an airplane it is not clean and service is not good. We think next time we're not flying with Regent Airways.,Negative,"it was so hot on board""",Regent_Airways
" Dhaka to Kolkata. We were kept waiting for 15 mins due to their software problems, even in the business class queue. At last, they checked us in under special service from another counter. The flight was delayed by 2.5hrs due to heavy fog that day. But for the business class ticket, we were given a good lounge with premium food and wi-fi. So wasn't much frustrated. We were chauffeured to our aircraft in a 2006 Toyota Axio. But we were a little disappointed as despite for paying for business class, our seats were not good. The galley's wall was in front of us, so we were deprived of a lot of leg room. But suddenly, a passenger fell ill as the plane taxied to the runway for take-off. So the plane had to go back to its initial position, drop off the sick passenger in an ambulance and then returned to the runway, resulting in another 40 min delay. At last, the plane took off. The food quality (snacks), was average. Was served a hot dog, shwarma, and cake. But the seat itself was comfortable beside Window. There was no infotainment system at all, let alone wi-fi. So was a bit disappointed. Landed at Kolkata after a short 30 min flight.",Mixed,"""our seats were not good""",Regent_Airways
Singapore to Dhaka. This was my first trip in Regent Airways. Very disappointing as the seats were uncomfortable with no digital entertainment or even any magazines other then newspapers. 4 hours journey felt like a never ending one. Worse was when they gave us an meal option to choose between 2 dishes A and B. Me and my wife both chose the same type A. The steward said they ran short of the same type. When she went to the passengers right behind us she offered them both the meal types A & B.  Have I not paid the same amount as all the other passengers of Business Class.,Negative,"""the seats were uncomfortable""",Regent_Airways
" Dhaka to Cox's Bazar. My flight was on 17th July 2017. The flight was delayed for 45 minutes. Before starting the flight they just close the door and within 2/3 minutes inside the plane getting hot, something wrong with air-condition and air pressure was not ok, after 10/15 minutes plane was getting smoky and dark. We have been inside the terrible plane with horrible experience more than 30 minutes. They were unable to open the door for half an hour.  But it was a matter of regret that the authority didn’t contact with us by any way. I was surprised with their behavior. The aircraft condition was very poor. And the air-condition was not working properly. Stopped traveling with this airline. I would not recommend for next flight.",Negative,"""I would not recommend""",Regent_Airways
Dhaka to Chittagong. The flight was delayed for 3 hrs and the staff were not telling the exact time to fly. The aircraft condition was old and the aircon was not working properly. We waited onboard the aircraft for a long time on the ground. I would not recommended for next flight. The food was okay but cold.,Negative,"""aircraft condition was old""",Regent_Airways
" Chittagong to Dhaka with Regent Airways. A moderately good airline that is quickly going downhill. I fly the Regent domestic route (Chittagong to Dhaka) 5 to 10 times a year for business and international routes (Dhaka - Bangkok and Dhaka - Kuala Lumpur) typically three times a year. Regent used to be my go-to option to avoid the national joke that is Biman Airlines, but over the past year, Regent's reliability with domestic flights has gone significantly downhill, with consistently late flights and a frequently chaotic check-in process to get a boarding pass. Regent now offers consistent delays of 30 - 90 minutes for a routine daily domestic flight and staff who open the ticketing counter 20 minutes before the flight's takeoff time and then rush passengers along as if it's their fault. Flight delays because of weather or other unavoidable circumstances are understandable, but when it's due to poor planning or airline staff just showing up late, it's absurd. I've emailed Regent directly using their online customer service form and, of course, haven't received any response.",Negative,"""quickly going downhill""",Regent_Airways
" This is the second time I have flown with Regent Airways from Bangkok to Chittagong return. Nothing but praise from on line booking to great flight attendants. The food is ok - plenty of drinks (dry airline). On the return trip the purser was a fantastic guy, and all the other staff were friendly and helpful as well. This is the only direct flight from Bangkok to Chittagong.",Positive,"""nothing but praise""",Regent_Airways
"Traveled Regent Airways, Business Class from Bangkok to Chittagong and return. Flew to Chittagong on the 21st January, service was absolutely brilliant and cabin crew were marvellous. Food was delicious. Return was the same with a great crew (two of the crew remembered me from the previous trip), great comfort and food. All flights were on time. Comfortable seating in Business Class as well. Would recommend this airline as it is the quickest connection from Bangkok to Chittagong without going to Dhaka.",Positive,"""cabin crew were marvellous""",Regent_Airways
"Dhaka to Singapore with Regent Airways. The check-in was smooth at Dhaka, better than my other check-in experiences at Dhaka.  The aircraft was a Boeing 737-700 which showed signs of aging. The interior needs refurbishment. The meal could have been better. The cabin crew was quite helpful and nice. There is no IFE in the cabin and difficult to kill time. Overall value for money.",Mixed,"""overall value for money""",Regent_Airways
I have flown with Regent a couple of times between Dhaka and Chittagong and Cox's Bazar and in general have found them to be OK although the air conditioning on their Dash 8 aircraft frequently doesn't work. However more recently I have twice flown with Regent on their new 737-400 aircraft fro Dhaka to Bangkok. However when they say new this actually means new for them as both aircraft are leased from other airlines and are actually starting to show signs of age. Only one of them has an onboard entertainment system which didn't work when I was on board and the other (seemingly older) aircraft actually still has ash trays in the arm rests which have been taped up to stop people from using them but on a lot of the seats the ash trays have been removed leaving a rather sharp and dangerous metal edge on the end of the arm rest. On my last trip from BK back to Dhaka the Pilot went AWOL and so were almost 2 hours late leaving BK. The meals on board are very typically Bangladesh and not good and of course you cannot get an alcoholic drink on board. The tea and coffee is also pretty bad. The FA's are for the most part friendly enough but efficiency is not their highpoint. However despite their shortcomings their prices are very good.,Mixed,Regent Airways customer review,Regent_Airways
Excellent round-trip between DAC-ZYL recently. Booked my tickets online in UK and everything worked well without the need to re-confirm tickets etc. I will certainly use this airline again in future.,Positive,Regent Airways customer review,Regent_Airways
Cox's Bazar to Dhaka non-stop and one hour flight on a Bombardier Dash-8-Q300 on June 12. Excellent webpage meant was able to purchase domestic Bangladeshi flights from the UK using a UK debit card. Customer service personnel in Dhaka very helpful over the phone when requested confirmed itinerary resent via email. Check-in a breeze. Nice cabin interior and smartly turned out FAs provided snacks and beverages. Flight left on time and arrived the same.,Mixed,Regent Airways customer review,Regent_Airways
DAC-CGP. Online booking available. On arrival at the domestic airport a Regent Airways porter carries your luggage to check in desk. Polite greeting from check in staff who handled process very efficiently enquiring about seat preference. Bussed to the a/c on air conditioned buses. Cabin crew polite and well groomed in their dark grey suits. Clean cabin good seat pitch and comfortable seats. The 30 minute flight includes a snack service consisting of a snack box and a soft drink. Punctual landing and baggage on the belt within 10 minutes of landing. Excellent flight overall.,Positive,Regent Airways customer review,Regent_Airways
"Saidpur to Dhaka. Worse airline ever. Late of 4 hours resulted in me almost missing my international flight. While I ask the staff at the desk about the schedule, they were not helpful, somehow rude, never informed me on the late schedule.",Negative,"""Worse airline ever""",NOVOAIR
Jashore to Dhaka. A not well-known domestic airline in Bangladesh. The flight was late but we did get to our destination in a straight flight with no circling around. Being a short flight the cabin service was basic but adequate. Not a bad airline!,Mixed,"""Not a bad airline!""",NOVOAIR
"I like flights that are comfortable, strange, panic, and angry. The circumstances are not perfect. Even though flight attendants have banned cellphones, there are still many passengers making phone or video calls on the plane. The aircraft's navigation system might be disrupted by this.",Mixed,,
"Good flight schedule, comprehensive online booking interface, serve a snack on the flight no matter how short the flight is.",Mixed,,
"It's an average airline to fly, recently they are not maintaining time, in flight entertainment is poor, and check in service is good.",Mixed,,
The airlines don't maintain time. They don't inform passengers even if they change flight times. The pilots are very skilled. You don't feel like an aircraft landing!,Mixed,,
"I traveled from London to Bangladesh. Biman needs to have more direct flights from Sylhet to London because I had to go to Bangladesh and stay at a disgusting hotel. I flew from Bangladesh to London in 11 hours. The new Biman 787-9 was really good. The seats were very comfortable and the windows were tinted. Since it was a morning flight and everyone was awake, there was no flight entertainment since the IFE screen was not set. The flight live map will satisfy me but not the kids. Our plane was delayed for 2 hours and I don't mind but the kids... I was able to enjoy the flight despite landing in London in the will of Allah. The flight would have been more pleasant if they had set everything up.",Mixed,,
Went to Biman after a long time. The experience was better than I anticipated. I flew in one of the leased air crafts of Biman with little leg space and no in flight entertainment. The food was good and the service was good.,Mixed,,
I flew to Delhi and then took Biman Bangladesh Airlines. The flight was new. The staff was friendly. There was no inflight entertainment. It wasn't a great option to fly but the food was nice.,Mixed,,
"They need to improve a lot. Though it is one of the best airlines in Bangladesh, it still needs to learn some things from other airlines. The flights are quite comfortable.",Mixed,,
"There was a huge noise in the Dash 8 aircraft. I had a window side seat, but the space was very crowded to get a pleasant journey. Customer satisfaction should be ensured by the authority working on the sound issue.",Mixed,,
If you don't have a money problem. Biman airways only offers low budget flights.,Mixed,,
"If you have limited time for your travels, all alternatives are less convenient than the ticket for this route. The plane is simple and comfortable. Everything else is pretty standard and the food is ok.",Mixed,,
"The boarding was pretty efficient. The boeing was in need of an interior refresh. The seats were in bad shape. Some seats had broken entertainment system controls. My wife's screen was stuck on a blank full brightness display for the entire flight with no way to change or switch off. The loos needed to be updated. The dispensers barely worked. When I asked for something basic like a cup of water, the staff seemed overwhelmed but friendly. They didn't offer my toddler any friendly encouragement or the usual game to keep him occupied, neither did I see any other cistern on the flight get any friendly attention from the staff. The meals were good. The Biman route was non-stop to Sylhet so we didn't need to deal with all of it.",Mixed,,
"I want everyone to try out the new plane by Biman Bangladesh Airline, it's wonderful service, very pleasant, and compared to past Biman Airline staff, they were very arrogant and stack up, I like the change of air bus and crew member.",Mixed,,
A small plane was given to us. There wasn't much delay. The cabin was not comfortable. My journey was terrible because of the engine noise. I have never seen a lady like that before. The food was half cake and half sandwich. I don't mind what age the crew is because they were caring.,Mixed,,
"We took off on time. Biman's new plane had business class on it. The service was good. The seats are comfortable. The new aircraft was dirty and broke. Things degrade quickly here. This is a good deal in business class if you can guarantee the new aircraft and on time departure. Biman is almost always late, aircraft can't be guaranteed, and this brand new craft is a mess. 6 out of 10 is based on cheap price.",Mixed,,
"I wouldn't say this is my preferred airline to travel to Bangladesh, but it has a direct flight to Dhaka which other airlines don't.",Mixed,,
"My flight was delayed for three hours, it was my first time flying with Biman. The cabin crew needs to be more professional with their attitude and service standards. They should be better than a budget carrier because they are a national carrier and full service airline. There is a lot of room for improvement.",Mixed,,
The flight service was good. The back pocket of the front seat was dirty and the manual was missing. The food was good. Airport services are good.,Mixed,,
Proper timing was the best part of the flight schedule. Cabin crews need to be more courteous. They were very upset most of the time. They didn't get a cup of coffee because they were negligent.,Mixed,,
"Biman Bangladesh has good rates if you buy early. The rates are less expensive than other airlines in other countries. The baggage weight allowance is crazy 35 for economy and 45 for business. Bring your own snacks, download some videos or movies from the internet, and you will be set. All of the air flight attendants are poorly trained, so don't expect much from them.",Mixed,,
"We checked in at the airport and the crew was waiting for us even if we were a bit late. Even if the flight was only 40 minutes long, we were offered a sandwich and beverage. The crew was professional and on time.",Mixed,,
"It is convenient that the airline flies direct to my destination. On the way back it's terrible, as it makes stop over and waiting time is too long, and early flight is not good for me. It's just an average airline, nothing else.",Mixed,,
"Biman Bangladesh's timing is the most common issue. The flight arrives late and leaves late. If you are thinking of taking a connecting flight, be careful. The in-flight attendants are rude. The food is good but there is more work to be done.",Mixed,,
Biman Bangladesh airlines service is very good. Air hostess are friendly. Everything is average.,Mixed,,
I just wanted a direct flight to dhaka without a stop over that would double the travel time. The reception was pleasant. Business class service and food were excellent. Drinks were only juices and soft drinks. The headphones were great at keeping out noise and IFE was good. The main negative point. I would fly them again.,Mixed,,
The flight was delayed due to the late arrival and the cabin crew was very courteous.,Mixed,,
"The service was good. The flight was on time and the staff was friendly. The economy class seats were crowded, but that's normal for low cost flights around the world.",Mixed,,
"The service is reliable even though the airline is congested. It is good, but needs a bit of an upgrade in terms of interior maintenance. People can pass time by watching in-flight movies.",Mixed,,
"It's true that it has a bad reputation in providing services, but it may be that I got an above average service.",Mixed,,
There is a small airline. Does not have enough leg room. People were having trouble with their luggage. Staffs were willing to work with each other. The food was average. I found a long queue at the toilet. The flight was delayed only 10 minutes. There was a limited number of movies. They provided a pair of headphones.,Mixed,,
"pilots are great, big planes, but they always delay flight times and their food is not good An older plane model ac wasn't working on the flight from Dhaka. The flight from coxs to Dhk was great with a newer plane.",Mixed,,
"One of the government services in Bangladesh. Unfortunately, they did not give a perfect service. The pilots are very experienced.",Mixed,,
